"country_code","city_name","geonameid"
"EE","Valga","587876"
"EE","Viljandi","587577"
"EE","Vohma","587520"
"EE","Abja-Paluoja","592626"
"EE","Viiratsi","587620"
"EE","Vana-Antsla","587826"
"EE","Voru","587450"
"EG","Al Matariyah","360716"
"EG","Bilqas Qism Awwal","358821"
"EG","Dikirnis","358172"
"EG","Shirbin","349114"
"EG","'Izbat al Burj","355392"
"EG","Talkha","347591"
"EG","Al Jamaliyah","361029"
"EG","Al Mansurah","360761"
"EG","Al Manzalah","0"
"EG","Makadi Bay","6692518"
"EG","Marsa Alam","352736"
"EG","Safaga","0"
"EG","Al Qusayr","360531"
"EG","El Gouna","6692512"
"EG","Hurghada","0"
"EG","Idku","355628"
"EG","Kafr ad Dawwar","354775"
"EG","Kawm Hamadah","353828"
"EG","Abu al Matamir","362882"
"EG","Rosetta","350203"
"EG","Ad Dilinjat","361827"
"EG","Beheira","7910966"
"EG","Damanhur","358448"
"EG","Hawsh 'Isa","356000"
"EG","Tamiyah","347542"
"EG","Al Fayyum","361320"
"EG","Al Wasitah","360464"
"EG","Ibshaway","355648"
"EG","Itsa","355420"
"EG","Al Mahallah al Kubra","360829"
"EG","Basyun","358970"
"EG","Kafr az Zayyat","354365"
"EG","Qutur","350376"
"EG","Tanta","347497"
"EG","Zifta","346030"
"EG","Alexandria","361058"
"EG","At Tall al Kabir","354893"
"EG","Ismailia","361055"
"EG","Madinat Sittah Uktubar","353219"
"EG","Al 'Ayyat","361495"
"EG","Al Bawiti","361394"
"EG","Al Hawamidiyah","361179"
"EG","As Saff","359900"
"EG","Awsim","359576"
"EG","Giza","0"
"EG","Al Bajur","361457"
"EG","Ash Shuhada'","359953"
"EG","Ashmun","360048"
"EG","Minuf","352354"
"EG","Quwaysina","350370"
"EG","Shibin al Kawm","349158"
"EG","Tala","347612"
"EG","Abu Qurqas","362277"
"EG","Al Minya","360686"
"EG","Bani Mazar","359212"
"EG","Dayr Mawas","358274"
"EG","Mallawi","352951"
"EG","Matay","352628"
"EG","Samalut","349717"
"EG","Cairo","360630"
"EG","Al Khankah","360928"
"EG","Banha","359280"
"EG","Luxor","360502"
"EG","Al Kharijah","360923"
"EG","Qasr al Farafirah","350661"
"EG","Ain Sukhna","7521348"
"EG","Suez","359796"
"EG","Al Qurayn","360542"
"EG","Az Zaqaziq","359493"
"EG","Bilbays","358840"
"EG","Diyarb Najm","358095"
"EG","Faqus","356989"
"EG","Kafr Saqr","354105"
"EG","Mashtul as Suq","352679"
"EG","Abu Kabir","362485"
"EG","Aswan","359792"
"EG","Idfu","355635"
"EG","Kawm Umbu","353802"
"EG","Abu Simbel","0"
"EG","Manfalut","352913"
"EG","Abu Tij","362004"
"EG","Al Badari","361478"
"EG","Al Qusiyah","360526"
"EG","Asyut","359783"
"EG","Dayrut","358269"
"EG","Al Fashn","361329"
"EG","Bani Suwayf","359173"
"EG","Bush","358600"
"EG","Sumusta as Sultani","347749"
"EG","Port Said","358619"
"EG","Az Zarqa","419435"
"EG","Damietta","358048"
"EG","Dahab","0"
"EG","El-Tor","0"
"EG","Nuwaybi'a","350893"
"EG","Sharm el-Sheikh","0"
"EG","Sidi Salim","348112"
"EG","Al Hamul","361213"
"EG","Disuq","358108"
"EG","Fuwwah","0"
"EG","Kafr ash Shaykh","354502"
"EG","Al 'Alamayn","361612"
"EG","Marsa Matruh","352604"
"EG","Siwah","347860"
"EG","Naj' Hammadi","351434"
"EG","Qina","350550"
"EG","Dishna","358115"
"EG","Farshut","356933"
"EG","Isna","355449"
"EG","Kousa","350422"
"EG","Arish","0"
"EG","Sohag","0"
"EG","Akhmim","361661"
"EG","Al Balyana","361435"
"EG","Al Manshah","360773"
"EG","Jirja","355026"
"EG","Juhaynah","354981"
"ER","Asmara","343300"
"ES","Albox","2522200"
"ES","Alfacar","2522058"
"ES","Alhaurin el Grande","2521985"
"ES","Alozaina","2521838"
"ES","Ardales","2521661"
"ES","Ayamonte","2521456"
"ES","Baza","2521215"
"ES","Benalua de las Villas","2521136"
"ES","Bormujos","2520833"
"ES","Calanas","2520566"
"ES","Cantillana","2520215"
"ES","Casariche","2519979"
"ES","Churriana de la Vega","2519436"
"ES","Darro","2518917"
"ES","El Cerro de Andevalo","2518575"
"ES","Encinas Reales","2518019"
"ES","Fines","2517720"
"ES","Fuentes de Andalucia","2517500"
"ES","Gor","2517175"
"ES","Guillena","2516855"
"ES","Hueneja","2516545"
"ES","Iznalloz","2516414"
"ES","La Carlota","2516089"
"ES","La Puebla de los Infantes","2515621"
"ES","Laujar de Andarax","2515158"
"ES","Lubrin","2514399"
"ES","Manilva","2514199"
"ES","Mengibar","2513931"
"ES","Montejicar","2513638"
"ES","Motril","2513477"
"ES","Olivares","2513140"
"ES","Otivar","2513049"
"ES","Pedrera","2512824"
"ES","Porcuna","2512408"
"ES","Pulpi","2512152"
"ES","Rute","2511649"
"ES","Santaella","2511170"
"ES","Taberno","6941410"
"ES","Torres","2510266"
"ES","Utrera","2510073"
"ES","Viator","2509660"
"ES","Villanueva de Algaidas","2509566"
"ES","Villaviciosa de Cordoba","2509466"
"ES","Albunol","2522187"
"ES","Algamitas","2522032"
"ES","Almedinilla","2521905"
"ES","Alpujarra Granadina","7521822"
"ES","Arenas del Rey","2521637"
"ES","Aznalcazar","2521440"
"ES","Beas","2521212"
"ES","Benamaurel","2521131"
"ES","Bornos","2520832"
"ES","Cambil","2520476"
"ES","Cantoria","2520209"
"ES","Castillo de Locubin","2519711"
"ES","Coin","2519367"
"ES","Dos Hermanas","2518794"
"ES","El Coronil","2518521"
"ES","Espartinas","2517903"
"ES","Frailes","2517659"
"ES","Galera","2517432"
"ES","Granada","2517117"
"ES","Herrera","2516773"
"ES","Huercal-Overa","2516542"
"ES","Jabalquinto","2516404"
"ES","La Carolina","2516088"
"ES","La Puebla del Rio","2515620"
"ES","Lebrija","2515096"
"ES","Lucena","2514392"
"ES","Maracena","2514176"
"ES","Mijas","2513882"
"ES","Montellano","2513637"
"ES","Navas de San Juan","6697035"
"ES","Olula del Rio","2513121"
"ES","Padul","2513035"
"ES","Pedro Martinez","2512796"
"ES","Posadas","2512367"
"ES","Purchena","2512133"
"ES","San Bartolome de la Torre","2511441"
"ES","Santisteban del Puerto","2511063"
"ES","Tarifa","2510599"
"ES","Torrox","2510245"
"ES","Valdepenas de Jaen","2509980"
"ES","Vilches","2509615"
"ES","Villanueva de Cordoba","2509562"
"ES","Yunquera","2509382"
"ES","Adamuz","2522438"
"ES","Albunuelas","2522185"
"ES","Algar","2522031"
"ES","Almeria","2521886"
"ES","Andujar","2521738"
"ES","Arjona","2521594"
"ES","Badolatosa","2521417"
"ES","Beas de Segura","2521207"
"ES","Benameji","2521130"
"ES","Brenes","2520798"
"ES","Campillos","2520428"
"ES","Carboneras","2520163"
"ES","Castro del Rio","2519697"
"ES","Conil de la Frontera","2519289"
"ES","Durcal","2518774"
"ES","El Ejido","2518494"
"ES","Espejo","2517900"
"ES","Frigiliana","2517618"
"ES","Garrucha","2517310"
"ES","Grazalema","2517049"
"ES","Higuera de Arjona","2516733"
"ES","Huescar","2516507"
"ES","Jaen","2516395"
"ES","La Iruela","2515864"
"ES","La Rambla","2515598"
"ES","Lepe","2515072"
"ES","Lucena del Puerto","2514389"
"ES","Marbella","2514169"
"ES","Moclin","2513801"
"ES","Montilla","2513601"
"ES","Nerja","2513240"
"ES","Olvera","2513120"
"ES","Palma del Rio","2512990"
"ES","Peligros","2512767"
"ES","Pozoblanco","2512340"
"ES","Quesada","2512107"
"ES","San Fernando","2511388"
"ES","Santo Tome","2511038"
"ES","Teba","2510580"
"ES","Trebujena","2510186"
"ES","Valenzuela","2509944"
"ES","Villa del Rio","2509603"
"ES","Villanueva de Tapia","2509538"
"ES","Zagra","2509374"
"ES","Adra","2522430"
"ES","Alcala de Guadaira","2522165"
"ES","Algeciras","2522013"
"ES","Almodovar del Rio","2521867"
"ES","Antas","2521714"
"ES","Arjonilla","2521593"
"ES","Baena","2521415"
"ES","Belmez","2521168"
"ES","Benaojan","2521123"
"ES","Bujalance","2520735"
"ES","Canada Rosal","2520344"
"ES","Cardena","2520134"
"ES","Cazorla","2519672"
"ES","Cordoba","2519240"
"ES","Ecija","2518770"
"ES","El Gastor","2518455"
"ES","Espiel","2517894"
"ES","Fuengirola","2517595"
"ES","Gaucin","2517283"
"ES","Guadahortuna","2517023"
"ES","Hinojales","2516704"
"ES","Huetor-Tajar","2516499"
"ES","Jerez de la Frontera","2516326"
"ES","La Lantejuela","2515814"
"ES","La Rinconada","2515562"
"ES","Linares","2515045"
"ES","Lupion","2514369"
"ES","Marchena","2514158"
"ES","Moguer","2513791"
"ES","Montillana","2513599"
"ES","Nerva","2513237"
"ES","Orce","2513097"
"ES","Palos de la Frontera","2512950"
"ES","Penarroya-Pueblonuevo","2512730"
"ES","Prado del Rey","2512294"
"ES","Retamar","6544350"
"ES","San Juan de Aznalfarache","2511329"
"ES","Segura de la Sierra","2510968"
"ES","Tijola","2510463"
"ES","Trigueros","2510165"
"ES","Valverde del Camino","2509835"
"ES","Villablanca","2509609"
"ES","Villanueva de la Reina","2509557"
"ES","Zahara de los Atunes","2509369"
"ES","Aguadulce","2522388"
"ES","Alcala de los Gazules","2522162"
"ES","Algodonales","2522005"
"ES","Almonte","2521857"
"ES","Antequera","2521710"
"ES","Armilla","2521590"
"ES","Baeza","2521413"
"ES","Belmez de la Moraleda","2521166"
"ES","Berja","2521016"
"ES","Cabra","2520645"
"ES","Canena","2520272"
"ES","Carmona","2520118"
"ES","Chauchina","2519534"
"ES","Coripe","2519232"
"ES","El Arahal","2518729"
"ES","El Puerto de Santa Maria","2518207"
"ES","Estacion de Cartama","2520053"
"ES","Fuensanta de Martos","2517581"
"ES","Gelves","2517262"
"ES","Guadalcazar","2517004"
"ES","Hinojosa del Duque","2516695"
"ES","Humilladero","2516490"
"ES","Jerez del Marquesado","0"
"ES","La Linea de la Concepcion","2515812"
"ES","La Roda de Andalucia","2515554"
"ES","Loja","2514946"
"ES","Macael","2514360"
"ES","Maria","2514139"
"ES","Mojacar","2513786"
"ES","Montizon","2513597"
"ES","Niebla","2513230"
"ES","Orcera","2513094"
"ES","Paradas","2512933"
"ES","Pilas","2512578"
"ES","Priego de Cordoba","2512282"
"ES","Rioja","2511824"
"ES","San Roque","2511239"
"ES","Sevilla","2510911"
"ES","Tomares","2510394"
"ES","Turre","2510124"
"ES","Vejer de la Frontera","2509783"
"ES","Villafranca de Cordoba","2509599"
"ES","Villanueva del Arzobispo","2509555"
"ES","Zalamea la Real","2509364"
"ES","Aguilar","2522335"
"ES","Alcala la Real","2522160"
"ES","Alhama de Almeria","2521994"
"ES","Almunecar","2521847"
"ES","Aracena","2521694"
"ES","Arriate","2521566"
"ES","Bailen","2521410"
"ES","Benahavis","2521146"
"ES","Bollullos de la Mitacion","2520870"
"ES","Cadiar","2520601"
"ES","Canete de las Torres","2520268"
"ES","Cartama","2520055"
"ES","Chiclana de la Frontera","2519513"
"ES","Cortes de Baza","2519199"
"ES","El Bosque","2518682"
"ES","El Rubio","2518129"
"ES","Estepa","2517820"
"ES","Fuente Obejuna","2517515"
"ES","Gibraleon","2517236"
"ES","Guadix","2516925"
"ES","Hornachuelos","2516630"
"ES","Illora","2516455"
"ES","Jimena de la Frontera","2516315"
"ES","La Mojonera","2515755"
"ES","La Victoria","2515119"
"ES","Lora del Rio","2514893"
"ES","Mairena del Aljarafe","2514287"
"ES","Marmolejo","2514107"
"ES","Mollina","2513717"
"ES","Montoro","2513595"
"ES","Nijar","2513222"
"ES","Orgiva","0"
"ES","Paterna de Rivera","2512857"
"ES","Pinos Puente","2512509"
"ES","Puebla de Guzman","2512264"
"ES","Ronda","2511730"
"ES","Sanlucar de Barrameda","2511306"
"ES","Sierra de Yeguas","2510895"
"ES","Torredonjimeno","2510301"
"ES","Ubeda","2510116"
"ES","Velez Rubio","2509768"
"ES","Villalba del Alcor","2509587"
"ES","Villaralto","2509528"
"ES","Zubia","2509305"
"ES","Alameda","2522291"
"ES","Alcaudete","2522137"
"ES","Alhama de Granada","2521993"
"ES","Alora","2521840"
"ES","Arboleas","2521683"
"ES","Arroyo del Ojanco","2521550"
"ES","Banos de la Encina","2521351"
"ES","Benalmadena","2521139"
"ES","Bollullos par del Condado","2520869"
"ES","Cadiz","2520600"
"ES","Caniles","2520261"
"ES","Cartaya","2520052"
"ES","Chilluevar","2519495"
"ES","Cortes de la Frontera","2519198"
"ES","El Carpio","2518607"
"ES","El Saucejo","2518113"
"ES","Estepona","2517816"
"ES","Fuente Palmera","2517512"
"ES","Gilena","2517225"
"ES","Guarroman","2516887"
"ES","Huelma","2516549"
"ES","Isla Cristina","2516431"
"ES","Jodar","2516304"
"ES","La Palma del Condado","2515679"
"ES","Lanjaron","2515708"
"ES","Los Corrales","2514747"
"ES","Malaga","2514256"
"ES","Martos","2514073"
"ES","Montalban de Cordoba","2513671"
"ES","Monturque","2513589"
"ES","Ogijares","2513167"
"ES","Oria","2513079"
"ES","Paymogo","2512846"
"ES","Pizarra","2512490"
"ES","Puente-Genil","2512232"
"ES","Roquetas de Mar","2511716"
"ES","Sanlucar la Mayor","2511304"
"ES","Sorbas","2510793"
"ES","Torremolinos","2510281"
"ES","Ubrique","2510112"
"ES","Velez-Blanco","0"
"ES","Villamanrique de la Condesa","2509577"
"ES","Villarrasa","2509494"
"ES","Zujar","2509300"
"ES","Albolote","2522208"
"ES","Alcolea","2522121"
"ES","Alhaurin de la Torre","2521986"
"ES","Alosno","2521839"
"ES","Arcos de la Frontera","2521665"
"ES","Atarfe","2521485"
"ES","Barbate","0"
"ES","Benalua de Guadix","2521137"
"ES","Bonares","2520850"
"ES","Cala","2520590"
"ES","Canjayar","2520248"
"ES","Casares","2519980"
"ES","Chipiona","2519477"
"ES","Dalias","2518921"
"ES","El Castillo de las Guardas","2518591"
"ES","El Viso","2518042"
"ES","Fernan-Nunez","2517740"
"ES","Fuente de Piedra","2517534"
"ES","Gines","2517217"
"ES","Guejar-Sierra","2516873"
"ES","Huelva","2516548"
"ES","Iznajar","2516415"
"ES","La Campana","2516118"
"ES","La Puebla de Cazalla","2515622"
"ES","Las Gabias","6559641"
"ES","Los Molares","2514601"
"ES","Mancha Real","2514211"
"ES","Medina Sidonia","2513961"
"ES","Montefrio","2513640"
"ES","Moron de la Frontera","2513509"
"ES","Ojen","2513163"
"ES","Osuna","2513052"
"ES","Peal de Becerro","2512844"
"ES","Polopos","2512423"
"ES","Puerto Real","2512169"
"ES","Rus","2511651"
"ES","Santa Eufemia","2511168"
"ES","Tabernas","2510746"
"ES","Torreperogil","2510270"
"ES","Ugijar","2510103"
"ES","Vera","2509693"
"ES","Villamartin","2509575"
"ES","Villarrubia","2509488"
"ES","Zurgena","2509293"
"ES","Ainsa","3130772"
"ES","Almozara","6615442"
"ES","Belver de Cinca","0"
"ES","Carinena","3126278"
"ES","Escucha","3122959"
"ES","Hijar","3120763"
"ES","Maella","3117715"
"ES","Mora de Rubielos","3116215"
"ES","Puebla de Alfinden","3112795"
"ES","Sarinena","3109380"
"ES","Valderrobres","3106803"
"ES","Alagon","3130739"
"ES","Andorra","3130067"
"ES","Benasque","3128296"
"ES","Caspe","3125994"
"ES","Fabara","3122697"
"ES","Huesca","3120514"
"ES","Mallen","3117623"
"ES","Muel","3115958"
"ES","Quinto","3112403"
"ES","Sarrion","3109360"
"ES","Zaidin","0"
"ES","Albalate de Cinca","3130699"
"ES","Arenys de Lledo  / Arens de Lledo","3129665"
"ES","Binaced","3128017"
"ES","Cella","3125480"
"ES","Fago","3122671"
"ES","Illueca","3120407"
"ES","Mas de las Matas","3117289"
"ES","Nonaspe","3115370"
"ES","Sabinanigo","3111185"
"ES","Sastago","3109336"
"ES","Zaragoza","3104324"
"ES","Albalate del Arzobispo","3130698"
"ES","Ateca","3129199"
"ES","Binefar","3128015"
"ES","Daroca","3123969"
"ES","Fraga","3122157"
"ES","Jaca","3120211"
"ES","Mequinensa / Mequinenza","3116881"
"ES","Olba","3115188"
"ES","Sadaba","3111157"
"ES","Tamarit de Llitera / Tamarite de Litera","3108360"
"ES","el Torrico / Altorricon","6324699"
"ES","Albarracin","3130679"
"ES","Ayerbe","3129111"
"ES","Borja","3127800"
"ES","Delicias","6615440"
"ES","Fuentes de Rubielos","3121837"
"ES","La Almunia de Dona Godina","3120012"
"ES","Mirambel","3116699"
"ES","Orihuela del Tremedal","3114950"
"ES","Sahun","6941013"
"ES","Tarazona","3108308"
"ES","Alcaniz","3130606"
"ES","Ballobar","3128948"
"ES","Calamocha","3127059"
"ES","Ejea de los Caballeros","3123688"
"ES","Gallur","3121679"
"ES","Lanaja","3119374"
"ES","Monreal del Campo","3116454"
"ES","Pedrola","3114097"
"ES","Sallent de Gallego","3111001"
"ES","Tardienta","3108299"
"ES","Alcorisa","3130563"
"ES","Barbastro","3128795"
"ES","Calanda","3127052"
"ES","Epila","3123106"
"ES","Granen","3121161"
"ES","Lecinena","3118609"
"ES","Montecanal","6615443"
"ES","Pina de Ebro","3113549"
"ES","San Agustin","3110915"
"ES","Tauste","3108269"
"ES","Alhama de Aragon","3130376"
"ES","Belchite","3128365"
"ES","Calatayud","3127047"
"ES","Escatron","3122995"
"ES","Graus","3121135"
"ES","Lledo","3118266"
"ES","Monzon","3116224"
"ES","Pinseque","3113420"
"ES","Santa Eulalia","3109891"
"ES","Teruel","3108126"
"ES", Principado de","Carrena","3126178"
"ES", Principado de","Grandas de Salime","3121197"
"ES", Principado de","Pilona","3113555"
"ES", Principado de","Tapia de Casariego","3108335"
"ES", Principado de","Coana","3124925"
"ES", Principado de","Llanera","3118308"
"ES", Principado de","Pola de Allande","3113272"
"ES", Principado de","Tineo","3108087"
"ES", Principado de","Colunga","3124751"
"ES", Principado de","Llanes","3118304"
"ES", Principado de","Pola de Laviana","3113271"
"ES", Principado de","Vegadeo","3106293"
"ES", Principado de","Cudillero","3124142"
"ES", Principado de","Luanco","3117862"
"ES", Principado de","Pola de Siero","3113268"
"ES", Principado de","Villaviciosa","3104707"
"ES", Principado de","Aviles","3129135"
"ES", Principado de","El Franco","3123488"
"ES", Principado de","Mieres","3116789"
"ES", Principado de","Ribadesella","3111855"
"ES", Principado de","Villayon","0"
"ES", Principado de","Campo de Caso","3126777"
"ES", Principado de","Figueras","3122452"
"ES", Principado de","Navia","3115553"
"ES", Principado de","Salas","3111101"
"ES", Principado de","Cangas de Onis","3126571"
"ES", Principado de","Gijon","3121424"
"ES", Principado de","Oviedo","3114711"
"ES", Principado de","Sama","3110962"
"ES", Principado de","Cangas del Narcea","3126572"
"ES", Principado de","Grado","3121239"
"ES", Principado de","Parres","3114245"
"ES", Principado de","Sariego","3109383"
"ES","Alajero","2522293"
"ES","Corralejo","2519217"
"ES","Garachico","2517350"
"ES","Icod de los Vinos","2516474"
"ES","Los Llanos de Aridane","2514651"
"ES","Playa del Ingles","6354969"
"ES","San Sebastian de la Gomera","2511230"
"ES","Tegueste","2510574"
"ES","Vallehermosa","2509887"
"ES","Antigua","2521706"
"ES","Cruce de Arinaga","2521602"
"ES","Garafia","2517346"
"ES","Ingenio","2516443"
"ES","Los Realejos","6692471"
"ES","Puerto Rico","6354970"
"ES","Santa Cruz de Tenerife","2511174"
"ES","Teguise","2510573"
"ES","Valleseco","2509864"
"ES","Arona","2521582"
"ES","El Cotillo","6692439"
"ES","Granadilla de Abona","2517111"
"ES","La Laguna","6692447"
"ES","Los Silos","2514452"
"ES","Puerto de la Cruz","2512197"
"ES","Santa Cruz de la Palma","2511180"
"ES","Telde","2510542"
"ES","Valverde","2509841"
"ES","Arrecife","2521570"
"ES","El Paso","2518277"
"ES","Guia","2516863"
"ES","La Oliva","2515698"
"ES","Mazo","2513978"
"ES","Puerto del Rosario","2512186"
"ES","Santa Lucia","2511150"
"ES","Teror","2510508"
"ES","Vega de San Mateo","2509799"
"ES","Barlovento","2521309"
"ES","Firgas","2517717"
"ES","Guia de Isora","2516860"
"ES","La Orotava","2515692"
"ES","Mogan","2513798"
"ES","Puntallana","2512138"
"ES","Santa Ursula","2511091"
"ES","Tias","2510485"
"ES","Yaiza","2509408"
"ES","Adeje","2522437"
"ES","Brena Alta","2520800"
"ES","Frontera","2517611"
"ES","Guimar","2516852"
"ES","Las Palmas de Gran Canaria","2515270"
"ES","Moya","2513476"
"ES","San Bartolome","2511447"
"ES","Santiago del Teide","2511070"
"ES","Tijarafe","2510468"
"ES","Agaete","2522423"
"ES","Buenavista del Norte","2520760"
"ES","Fuencaliente de la Palma","2517598"
"ES","Haria","2516814"
"ES","Las Rosas","6355214"
"ES","Pajara","2513027"
"ES","San Miguel","2511286"
"ES","Sauzal","2511012"
"ES","Tinajo","2510455"
"ES","Aguimes","2522325"
"ES","Candelaria","2520283"
"ES","Galdar","2517436"
"ES","Hermigua","2516785"
"ES","Lomo de Arico","2514912"
"ES","Playa de las Americas","6355183"
"ES","San Nicolas","6692599"
"ES","Tazacorte","2510582"
"ES","Tuineje","2510137"
"ES","Camaleno","3126931"
"ES","Los Corrales de Buelna","3118024"
"ES","Reocin","3112008"
"ES","Santiurde de Toranzo","3109561"
"ES","Camargo","3126917"
"ES","Luzmela","3117777"
"ES","San Martin de Elines","3110374"
"ES","Santona","3109527"
"ES","Cartes","3126139"
"ES","Molledo","3116556"
"ES","San Vicente de la Barquera","3109450"
"ES","Selaya","3109211"
"ES","Castro-Urdiales","3125621"
"ES","Noja","3115376"
"ES","Santa Cruz de Bezana","3109935"
"ES","Solorzano","3108750"
"ES","Colindres","3124821"
"ES","Polanco","3119586"
"ES","Santa Maria de Cayon","3109800"
"ES","Suances","3108534"
"ES","Ampuero","3130128"
"ES","Comillas","3124727"
"ES","Puente Viesgo","3112717"
"ES","Santander","3109718"
"ES","Torrelavega","3107775"
"ES","Barcena de Cicero","3128745"
"ES","El Astillero","3123667"
"ES","Ramales de la Victoria","3112325"
"ES","Santillana","3109582"
"ES","Cabezon de la Sal","3127224"
"ES","Laredo","3119145"
"ES","Reinosa","3112075"
"ES","Santiurde de Reinosa","3109562"
"ES","Alba de Tormes","3130706"
"ES","Astorga","3129231"
"ES","Bembibre","3128308"
"ES","Campaspero","3126838"
"ES","Carbonero el Mayor","3126344"
"ES","Cisterniga","3124971"
"ES","El Burgo de Osma","3123622"
"ES","Gallegos","3121715"
"ES","Ibeas de Juarros","3120476"
"ES","La Pesga","3119236"
"ES","Linares de Riofrio","3118388"
"ES","Melgar de Fernamental","3116955"
"ES","Ona","3115068"
"ES","Pradoluengo","3112907"
"ES","Rueda","3111251"
"ES","Santa Cristina de la Polvorosa","3109956"
"ES","Solosancho","3108749"
"ES","Tudela de Duero","3107415"
"ES","Villabragima","3105738"
"ES","Villamayor","3105412"
"ES","Aldeamayor de San Martin","3130500"
"ES","Astudillo","3129225"
"ES","Benavente","3128291"
"ES","Camponaraya","3126754"
"ES","Carracedelo","3126237"
"ES","Cistierna","3124970"
"ES","El Tiemblo","3123246"
"ES","Golmayo","3121345"
"ES","Iscar","3120288"
"ES","La Pola de Gordon","3119212"
"ES","Lumbrales","3117803"
"ES","Miranda de Ebro","3116689"
"ES","Palencia","3114531"
"ES","Puebla de Sanabria","3112784"
"ES","Ruesga","3111240"
"ES","Santa Maria del Paramo","3109778"
"ES","Soria","3108681"
"ES","Turegano","3107386"
"ES","Villacastin","3105720"
"ES","Villaquejida","3105149"
"ES","Almazan","3130313"
"ES","Avila","0"
"ES","Bermillo de Sayago","3128170"
"ES","Candelario","3126624"
"ES","Carrion de los Condes","3126161"
"ES","Ciudad Rodrigo","3124963"
"ES","Espinosa de los Monteros","3122838"
"ES","Grijota","3121108"
"ES","La Adrada","3120038"
"ES","La Robla","3119100"
"ES","Macotera","3117755"
"ES","Mojados","3116619"
"ES","Paredes de Nava","3114273"
"ES","Puente de Domingo Florez","3112750"
"ES","Sabero","3111187"
"ES","Santa Maria la Real de Nieva","3109756"
"ES","Sotillo de la Adrada","3108636"
"ES","Valdepolo","3106826"
"ES","Villada","3105684"
"ES","Villaquilambre","3105148"
"ES","Aranda de Duero","3129877"
"ES","Ayllon","3129106"
"ES","Boecillo","3127913"
"ES","Candeleda","3126622"
"ES","Casavieja","3126040"
"ES","Corrales","3124519"
"ES","Fabero","3122695"
"ES","Guardo","3121029"
"ES","La Alberca","3120027"
"ES","Laguna de Duero","3119631"
"ES","Madrigal de las Altas Torres","3117728"
"ES","Montemayor de Pililla","3116334"
"ES","Penafiel","3113957"
"ES","Quintana del Castillo","3112541"
"ES","Sahagun","3111131"
"ES","Santa Marina del Rey","3109736"
"ES","Soto de la Vega","3108607"
"ES","Valderas","11186128"
"ES","Villadangos del Paramo","3105681"
"ES","Villasabariego","3104849"
"ES","Arcos de Jalon","3129723"
"ES","Barraco","3128653"
"ES","Bonar","3127850"
"ES","Cantalapiedra","3126515"
"ES","Castrocalbon","3125682"
"ES","Cubillos del Sil","3124162"
"ES","Fermoselle","3122558"
"ES","Guijuelo","3120963"
"ES","La Baneza","3119979"
"ES","Laguna de Negrillos","3119629"
"ES","Matapozuelos","3117165"
"ES","Navalmanzano","3115642"
"ES","Penaranda de Bracamonte","3113910"
"ES","Quintanar de la Sierra","3112509"
"ES","Salamanca","3111108"
"ES","Santa Marta de Tormes","3109721"
"ES","Terradillos","3108144"
"ES","Valdestillas","3106763"
"ES","Villadecanes","3105679"
"ES","Villasana de Mena","3104847"
"ES","Arenas de San Pedro","3129678"
"ES","Barruelo de Santullan","3128546"
"ES","Briviesca","3127611"
"ES","Cantalejo","3126513"
"ES","Castropodame","3125633"
"ES","Cuellar","3124137"
"ES","Fonfria","3122321"
"ES","Herrera de Pisuerga","3120793"
"ES","La Cuesta","3119822"
"ES","Las Navas del Marques","3118888"
"ES","Medina de Pomar","3117009"
"ES","Navas de Oro","3115584"
"ES","Pias","3113647"
"ES","Quintanilla de Onesimo","3112454"
"ES","Saldana","3111065"
"ES","Santibanez de Vidriales","3109591"
"ES","Tordesillas","3107952"
"ES","Valencia de Don Juan","3106718"
"ES","Villadiego","3105661"
"ES","Vinuesa","3104551"
"ES","Agreda","3130909"
"ES","Arevalo","11280477"
"ES","Bejar","3128382"
"ES","Burgos","3127461"
"ES","Cantalpino","3126510"
"ES","Cebreros","3125548"
"ES","Duruelo de la Sierra","3123765"
"ES","Fuentes de Onoro","3121840"
"ES","Hospital de Orbigo","3120621"
"ES","La Fuente de San Esteban","3119705"
"ES","Leon","3118532"
"ES","Medina de Rioseco","3117008"
"ES","Olmedo","3115118"
"ES","Ponferrada","3113236"
"ES","Riofrio de Aliste","3111665"
"ES","San Esteban de Gormaz","3110678"
"ES","Segovia","3109256"
"ES","Toro","3107886"
"ES","Valladolid","3106672"
"ES","Villafranca del Bierzo","3105603"
"ES","Zamora","3104342"
"ES","Aguilar de Campoo","3130824"
"ES","Arroyo","3129370"
"ES","Belorado","3128320"
"ES","Bustillo del Paramo","3127379"
"ES","Carbajosa de la Sagrada","3126397"
"ES","Cerezo de Rio Tiron","3125352"
"ES","El Barco de Avila","3123659"
"ES","Galende","3121744"
"ES","Huerta del Rey","3120527"
"ES","La Pedraja de Portillo","3119262"
"ES","Lerma","3118511"
"ES","Medina del Campo","3117010"
"ES","Olvega","3115088"
"ES","Portillo","3113113"
"ES","Roa","3111567"
"ES","San Leonardo de Yague","3110479"
"ES","Sepulveda","3109140"
"ES","Torquemada","3107878"
"ES","Villablino","3105748"
"ES","Villalpando","3105462"
"ES","Ajofrin","2522299"
"ES","Almagro","2521928"
"ES","Balazote","2521390"
"ES","Burujon","2520700"
"ES","Casasimarro","2519879"
"ES","Corral de Calatrava","2519219"
"ES","El Provencio","2518224"
"ES","Fuente el Fresno","2517530"
"ES","Hijes","3120759"
